Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Colored Tritanium Plate
appliedenergistics2:facade:0, Cable Facade - Engine Exhaust Plasma
appliedenergistics2:facade:0, Cable Facade - Tin Decoration Block
appliedenergistics2:facade:0, Cable Facade - Tin Wall Block
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Aluminum Block
appliedenergistics2:facade:0, Cable Facade - Solid Meteoric Iron
appliedenergistics2:facade:0, Cable Facade - Silicon Block
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Cheese Ore
appliedenergistics2:facade:0, Cable Facade - Moon Dirt
appliedenergistics2:facade:0, Cable Facade - Moon Rock
appliedenergistics2:facade:0, Cable Facade - Moon Turf
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Moon Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.tin_slab_1.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.tin_slab_2.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.moon_slab.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.moon_bricks_slab.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.mars_slab.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.mars_bricks_slab.name
appliedenergistics2:facade:0, Cable Facade - tile.slab_gc_double.asteroids_slab.name
appliedenergistics2:facade:0, Cable Facade - Hidden Redstone Wire
appliedenergistics2:facade:0, Cable Facade - tile.concealed_repeater_pow.name
appliedenergistics2:facade:0, Cable Facade - Hidden Redstone Repeater
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Desh Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Mars Cobblestone
appliedenergistics2:facade:0, Cable Facade - Mars Fine Regolith
appliedenergistics2:facade:0, Cable Facade - Mars Regolith
appliedenergistics2:facade:0, Cable Facade - Mars Dungeon Brick
appliedenergistics2:facade:0, Cable Facade - Block of Desh
appliedenergistics2:facade:0, Cable Facade - Mars Stone
appliedenergistics2:facade:0, Cable Facade - Asteroid Rock
appliedenergistics2:facade:0, Cable Facade - Asteroid Rock
appliedenergistics2:facade:0, Cable Facade - Asteroid Rock
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Ilmenite Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Dark Decoration Block
appliedenergistics2:facade:0, Cable Facade - Titanium Block
appliedenergistics2:facade:0, Cable Facade - Dense Ice
appliedenergistics2:facade:0, Cable Facade - Venus Soft Rock
appliedenergistics2:facade:0, Cable Facade - Venus Hard Rock
appliedenergistics2:facade:0, Cable Facade - Venus Volcanic Rock
appliedenergistics2:facade:0, Cable Facade - Pumice
appliedenergistics2:facade:0, Cable Facade - Venus Dungeon Brick I
appliedenergistics2:facade:0, Cable Facade - Venus Dungeon Brick II
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Galena Ore
appliedenergistics2:facade:0, Cable Facade - Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Lead Block
appliedenergistics2:facade:0, Cable Facade - Solar Ore
appliedenergistics2:facade:0, Cable Facade - Scorched Venus Rock
appliedenergistics2:facade:0, Cable Facade - Based Machine Frame
appliedenergistics2:facade:0, Cable Facade - Advanced Machine Frame
appliedenergistics2:facade:0, Cable Facade - Modern Machine Frame
appliedenergistics2:facade:0, Cable Facade - Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Uranium Ore
appliedenergistics2:facade:0, Cable Facade - Cobalt Decoration Block
appliedenergistics2:facade:0, Cable Facade - Magnesium Decoration Block
appliedenergistics2:facade:0, Cable Facade - Nickel Decoration Block
appliedenergistics2:facade:0, Cable Facade - Copper Decoration Block
appliedenergistics2:facade:0, Cable Facade - Cobalt Block
appliedenergistics2:facade:0, Cable Facade - Nickel Block
appliedenergistics2:facade:0, Cable Facade - Magnesium Block
appliedenergistics2:facade:0, Cable Facade - Mercury Surface Grunt
appliedenergistics2:facade:0, Cable Facade - Mercury Subsurface Grunt
appliedenergistics2:facade:0, Cable Facade - Mercury Stone
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Magnesium Ore
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Ceres Surface Grunt
appliedenergistics2:facade:0, Cable Facade - Ceres Subsurface Grunt
appliedenergistics2:facade:0, Cable Facade - Dolomite Ore
appliedenergistics2:facade:0, Cable Facade - Meteoric Iron Ore
appliedenergistics2:facade:0, Cable Facade - Ceres Dungeon Top
appliedenergistics2:facade:0, Cable Facade - Ceres Dungeon Floor
appliedenergistics2:facade:0, Cable Facade - Pluto Surface Grunt
appliedenergistics2:facade:0, Cable Facade - Pluto Surface Grunt
appliedenergistics2:facade:0, Cable Facade - Pluto Surface Grunt
appliedenergistics2:facade:0, Cable Facade - Pluto Surface Grunt
appliedenergistics2:facade:0, Cable Facade - Pluto Surface Grunt
appliedenergistics2:facade:0, Cable Facade - Pluto Stone
appliedenergistics2:facade:0, Cable Facade - Haumea Surface Grunt
appliedenergistics2:facade:0, Cable Facade - Haumea Stone
appliedenergistics2:facade:0, Cable Facade - Haumea Cobblestone
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Io Surface Grunt
appliedenergistics2:facade:0, Cable Facade - Io Stone
appliedenergistics2:facade:0, Cable Facade - Io Ash
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Volcanic Ore
appliedenergistics2:facade:0, Cable Facade - Io Lava Geyser
appliedenergistics2:facade:0, Cable Facade - Io Sulfur Geyser
appliedenergistics2:facade:0, Cable Facade - Io Dungeon Top
appliedenergistics2:facade:0, Cable Facade - Io Dungeon Floor
appliedenergistics2:facade:0, Cable Facade - Io Dungeon Bricks
appliedenergistics2:facade:0, Cable Facade - Europa Surface Ice
appliedenergistics2:facade:0, Cable Facade - Europa Stone
appliedenergistics2:facade:0, Cable Facade - Brown Europa Ice
appliedenergistics2:facade:0, Cable Facade - Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Europa Geyser
appliedenergistics2:facade:0, Cable Facade - Europa Geyser
appliedenergistics2:facade:0, Cable Facade - Ganymede Surface Grunt
appliedenergistics2:facade:0, Cable Facade - Ganymede Stone
appliedenergistics2:facade:0, Cable Facade - Magnesium Ore
appliedenergistics2:facade:0, Cable Facade - Ilmenite Ore
appliedenergistics2:facade:0, Cable Facade - Callisto Surface Grunt
appliedenergistics2:facade:0, Cable Facade - Callisto Stone
appliedenergistics2:facade:0, Cable Facade - Enceladus Ice
appliedenergistics2:facade:0, Cable Facade - Enceladus Subsurface Grunt
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Titan Surface Grunt
appliedenergistics2:facade:0, Cable Facade - Titan Subsurface Grunt
appliedenergistics2:facade:0, Cable Facade - Titan Stone
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Miranda Surface Grunt
appliedenergistics2:facade:0, Cable Facade - Miranda Subsurface Grunt
appliedenergistics2:facade:0, Cable Facade - Miranda Stone
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Ore
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Miranda Surface Grunt
appliedenergistics2:facade:0, Cable Facade - Miranda Surface Grunt
appliedenergistics2:facade:0, Cable Facade - Miranda Subsurface Grunt
appliedenergistics2:facade:0, Cable Facade - Miranda Subsurface Grunt
appliedenergistics2:facade:0, Cable Facade - Miranda Stone
appliedenergistics2:facade:0, Cable Facade - Miranda Stone
appliedenergistics2:facade:0, Cable Facade - Miranda Ice
appliedenergistics2:facade:0, Cable Facade - Triton Surface Grunt
appliedenergistics2:facade:0, Cable Facade - Triton Subsurface Grunt
appliedenergistics2:facade:0, Cable Facade - Triton Stone
appliedenergistics2:facade:0, Cable Facade - Triton Geyser
appliedenergistics2:facade:0, Cable Facade - Triton Small Geyser
appliedenergistics2:facade:0, Cable Facade - Barnarda C Grass
appliedenergistics2:facade:0, Cable Facade - Barnarda C Dirt
appliedenergistics2:facade:0, Cable Facade - Barnarda C Stone
appliedenergistics2:facade:0, Cable Facade - [WIP] Barnarda C Sandstone
appliedenergistics2:facade:0, Cable Facade - [WIP] Barnarda C Dirt
appliedenergistics2:facade:0, Cable Facade - Barnarda C Cobblestone
appliedenergistics2:facade:0, Cable Facade - Barnarda C Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Barnarda C Wood Planks
appliedenergistics2:facade:0, Cable Facade - Barnarda C Sand
appliedenergistics2:facade:0, Cable Facade - Barnarda C Violet Log
appliedenergistics2:facade:0, Cable Facade - Barnarda C Violet Glow Log
appliedenergistics2:facade:0, Cable Facade - Barnarda C Leaves
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Proxima B Surface
appliedenergistics2:facade:0, Cable Facade - Proxima B Subsurface
appliedenergistics2:facade:0, Cable Facade - Proxima B Stone
appliedenergistics2:facade:0, Cable Facade - Proxima B Ice Surface
appliedenergistics2:facade:0, Cable Facade - Proxima B Ash Rock
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Burnt Wood
appliedenergistics2:facade:0, Cable Facade - Frozen Wood
appliedenergistics2:facade:0, Cable Facade - Soot-covered Machine Casing
appliedenergistics2:facade:0, Cable Facade - Glitch Infused Block
appliedenergistics2:facade:0, Cable Facade - Flux Block
appliedenergistics2:facade:0, Cable Facade - Oak Trim
appliedenergistics2:facade:0, Cable Facade - Spruce Trim
appliedenergistics2:facade:0, Cable Facade - Birch Trim
appliedenergistics2:facade:0, Cable Facade - Jungle Trim
appliedenergistics2:facade:0, Cable Facade - Acacia Trim
appliedenergistics2:facade:0, Cable Facade - Dark Oak Trim
appliedenergistics2:facade:0, Cable Facade - Portal Frame
appliedenergistics2:facade:0, Cable Facade - Sticky Ore
appliedenergistics2:facade:0, Cable Facade - Clay Ore
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:34, 128³ Spatial Component
appliedenergistics2:material:37, 16k ME Storage Component
appliedenergistics2:material:33, 16³ Spatial Component
appliedenergistics2:material:35, 1k ME Storage Component
